ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCF_019731615.1	RS_GCF_019731615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2798028	37.46720670462945	317396	31	SAMN14389570	feces	China	f	t	f	GCA_019731615.1	SAMN14389570																										ShengHui Li	2020-03-01																						China			Homo sapiens																	ShengHui Li					feces																													pure culture											K48_3						
GCF_020782955.1	RS_GCF_020782955.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.1	2675500	37.60915716688469	261318	26	SAMN22307045	feces	South Africa: Northwest of Grahamstown	t	f	f	GCA_020782955.1	SAMN22307045																											2019-04																						South Africa: Northwest of Grahamstown			Rhinolophus capensis																Feces						feces			33.285556 S 26.427389 E																										Cell culture											Two						
GCF_020783075.1	RS_GCF_020783075.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.05	3267333	37.01263385152355	68684	144	SAMN22307044	feces	South Africa: Northwest of Grahamstown	t	f	f	GCA_020783075.1	SAMN22307044																											2019-04																						South Africa: Northwest of Grahamstown			Rhinolophus capensis																Feces						feces			33.285556 S 26.427389 E																										Cell culture											One						
GCF_021484825.1	RS_GCF_021484825.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.12	2897690	37.58159085340392	2820154	2	SAMN24600170	feces	China	t	f	f	GCA_021484825.1	SAMN24600170																											2021-01-01																						China																									feces																													single microbe											PCH555						
GCF_022212845.1	RS_GCF_022212845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.28	3022333	37.34327091025376	2953563	2	SAMN25249822	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212845.1	SAMN25249822																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					152						
GCF_022212865.1	RS_GCF_022212865.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.49	3030020	37.32721236163458	2932185	3	SAMN25249821	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212865.1	SAMN25249821																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					143-1						
GCF_022212885.1	RS_GCF_022212885.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.44	3319769	37.19852194535222	3183027	3	SAMN25249820	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212885.1	SAMN25249820																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					142-1						
GCF_022212905.1	RS_GCF_022212905.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.27	3173000	37.28335959659629	2956343	3	SAMN25249819	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212905.1	SAMN25249819																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					133-1						
GCF_022212925.1	RS_GCF_022212925.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.21	2913888	37.38925449433884	2884087	2	SAMN25249818	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212925.1	SAMN25249818																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					119-2						
GCF_022212945.1	RS_GCF_022212945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	2925843	37.37452761477632	2894791	2	SAMN25249817	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212945.1	SAMN25249817																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					119-1						
GCF_022212965.1	RS_GCF_022212965.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.44	3122825	37.43344567819202	3057040	2	SAMN25249816	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212965.1	SAMN25249816																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					101-1						
GCF_022212985.1	RS_GCF_022212985.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.6	3232837	37.18050121302126	3100133	3	SAMN25249814	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022212985.1	SAMN25249814																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					59						
GCF_022213005.1	RS_GCF_022213005.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.6	3048139	37.35229922257483	2993281	2	SAMN25249813	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022213005.1	SAMN25249813																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					43-2						
GCF_022213025.1	RS_GCF_022213025.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2907851	37.60196103583024	2758107	2	SAMN25249812	fecal sample	USA: Texas; Dallas	t	f	f	GCA_022213025.1	SAMN25249812																										Methodist Dallas Health System	2015-08																						USA: Texas, Dallas			Homo sapiens							not applicable															fecal sample			32.45 N 96.49 W																																					2-1						
GCF_022810805.1	RS_GCF_022810805.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.11	2849504	37.53572551573888	2777589	3	SAMN13336268	feces	Czech Republic: Ceske Budejovice	t	f	f	GCA_022810805.1	SAMN13336268																											2019-07-10																						Czech Republic: Ceske Budejovice			Rhodnius prolixus																						feces																													Pure culture											RF_1_1_25_1						
GCF_023375245.1	RS_GCF_023375245.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.21	2776930	37.611463018513255	2717320	2	SAMN23424485	fecal sample	none	t	f	f	GCA_023375245.1	SAMN23424485																										ILS, University of Zurich	2021																						not applicable			Sus scrofa domesticus																						fecal sample																													whole organism											S11-6						
GCF_023375265.1	RS_GCF_023375265.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.42	2973662	37.467270994484245	2890864	3	SAMN23424484	fecal sample	none	t	f	f	GCA_023375265.1	SAMN23424484																										ILS, University of Zurich	2021																						not applicable			Sus scrofa domesticus																						fecal sample																													whole organism											S39-4						
GCF_023375465.1	RS_GCF_023375465.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.3	2901051	37.49458385943577	2770661	4	SAMN23424737	fecal sample	none	t	f	f	GCA_023375465.1	SAMN23424737																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											661						
GCF_023375485.1	RS_GCF_023375485.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.39	3010740	37.429303094920186	2962928	4	SAMN23424736	fecal sample	none	t	f	f	GCA_023375485.1	SAMN23424736																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											732						
GCF_023375505.1	RS_GCF_023375505.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.53	2824042	37.66346251224309	2824042	1	SAMN23424735	fecal sample	none	t	f	f	GCA_023375505.1	SAMN23424735																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											249						
GCF_023375525.1	RS_GCF_023375525.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.27	2947230	37.37472134852048	2928268	2	SAMN23424734	fecal sample	none	t	f	f	GCA_023375525.1	SAMN23424734																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											705						
GCF_023375545.1	RS_GCF_023375545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.41	2756141	37.61647172622881	2682983	3	SAMN23424733	fecal sample	none	t	f	f	GCA_023375545.1	SAMN23424733																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											1521						
GCF_023383395.1	RS_GCF_023383395.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	3062037	37.33246854953092	503495	38	SAMN23424738	fecal sample	none	t	f	f	GCA_023383395.1	SAMN23424738																										ILS, University of Zurich	2021																						not applicable			Homo sapiens																						fecal sample																													whole organism											736						
GCF_024160685.1	RS_GCF_024160685.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2904416	37.44704586145159	576429	17	SAMN29204658	feces	Italy	t	f	f	GCA_024160685.1	SAMN29204658																										"Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche ""Togo Rosati"""	2020																						Italy			swine																						feces																													Bacterial strain											S338						
GCF_024160745.1	RS_GCF_024160745.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2894565	37.45735097196254	425981	17	SAMN29204659	feces	Italy	t	f	f	GCA_024160745.1	SAMN29204659																										"Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche ""Togo Rosati"""	2020																						Italy			swine																						feces																													Bacterial strain											S339						
GCF_024160795.1	RS_GCF_024160795.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2856278	37.454897218524685	464590	18	SAMN29204656	feces	Italy	t	f	f	GCA_024160795.1	SAMN29204656																										"Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche ""Togo Rosati"""	2020																						Italy			swine																						feces																													Bacterial strain											S224						
GCF_024460895.1	RS_GCF_024460895.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2805643	37.4740834810416	230633	52	SAMN28944595	fecal sample	USA: Chicago	t	f	f	GCA_024460895.1	SAMN28944595																																					not applicable												USA:Chicago			Homo sapiens																						fecal sample																													cell culture		220104-DFI.9.78									DFI.9.78						
GCF_025482075.1	RS_GCF_025482075.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2913341	37.436366014139786	359290	29	SAMN30596920	feces	France: Nancy	f	t	f	GCA_025482075.1	SAMN30596920																										University Hospital of Nancy	2019-08																						France: Nancy			Homo sapiens							Fecal carriage															feces			48.69 N 6.18 E																																					19-988						
GCF_025482785.1	RS_GCF_025482785.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.47	3018603	37.26326383429686	236044	48	SAMN30596893	feces	France: La Roche-sur-Yon	t	f	f	GCA_025482785.1	SAMN30596893																										Hospital of La Roche-sur-Yon	2018-03																						France: La Roche-sur-Yon			Homo sapiens							Fecal carriage															feces			46.67 N 1.43 W																																					18-187Ra						
GCF_027659765.1	RS_GCF_027659765.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.35	2911347	37.421943083501965	118836	76	SAMN31808667	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027659765.1	SAMN31808667																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM102-79						
GCF_027659835.1	RS_GCF_027659835.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.56	2798289	37.55420139671902	58049	127	SAMN31808662	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027659835.1	SAMN31808662																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM102-62						
GCF_027659975.1	RS_GCF_027659975.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.57	2793427	37.561474375428936	62220	128	SAMN31808655	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027659975.1	SAMN31808655																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM102-32						
GCF_027660075.1	RS_GCF_027660075.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.25	3084634	37.151590169472406	195598	59	SAMN31808650	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027660075.1	SAMN31808650																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM102-12						
GCF_027660405.1	RS_GCF_027660405.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.07	2944368	37.39045701526826	219738	61	SAMN31808632	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027660405.1	SAMN31808632																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM100-PB-1D-7A						
