ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	GTDB_taxonomy	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	altitude	altitute	anonymized name	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	broker name	checkm_completeness	checkm_contamination	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	contigs	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	environmental-sample	environmental_sample	ethnicity	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_body_habitat	host_body_product	host_health_state	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolation_source_y	lab_host	lat_lon	length	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	note	num_replicons	passage_history	project_name	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	source_material_id	specimen_voucher	strain	subsrc_note	substrate	supplier_name	taxonomic classification	taxonomic identity marker	temp	value
GCF_009019185.1	RS_GCF_009019185.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.98	5253269	46.42929886885347	121399	104	SAMN11944116	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019185.1	SAMN11944116																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A85							
GCF_009019195.1	RS_GCF_009019195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.55	5001395	46.26966361779575	95662	122	SAMN11944115	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019195.1	SAMN11944115																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A84							
GCF_009019235.1	RS_GCF_009019235.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.76	5062685	46.38789909406366	80373	161	SAMN11944113	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019235.1	SAMN11944113																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A82							
GCF_009019245.1	RS_GCF_009019245.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.55	5083338	46.21533702673024	98733	115	SAMN11944114	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019245.1	SAMN11944114																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A83							
GCF_009019275.1	RS_GCF_009019275.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	3.26	5010677	46.27572133494988	94230	177	SAMN11944111	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019275.1	SAMN11944111																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A80							
GCF_009019285.1	RS_GCF_009019285.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.72	5070245	46.26477718085145	89692	150	SAMN11944112	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019285.1	SAMN11944112																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A81							
GCF_009019315.1	RS_GCF_009019315.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.93	5217020	46.439059079704506	75088	173	SAMN11944110	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019315.1	SAMN11944110																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A79							
GCF_009019335.1	RS_GCF_009019335.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.36	5033483	46.23400933309996	46868	261	SAMN11944106	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019335.1	SAMN11944106																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A75							
GCF_009019345.1	RS_GCF_009019345.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.61	5089565	46.27952413998527	76329	149	SAMN11944108	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019345.1	SAMN11944108																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A77							
GCF_009019355.1	RS_GCF_009019355.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.55	5038607	46.200873813114185	87867	144	SAMN11944107	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019355.1	SAMN11944107																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A76							
GCF_009019385.1	RS_GCF_009019385.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.72	5137476	46.24622771666688	88043	131	SAMN11944104	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019385.1	SAMN11944104																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A73							
GCF_009019395.1	RS_GCF_009019395.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.52	5033536	46.20485479789953	80028	157	SAMN11944105	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019395.1	SAMN11944105																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A74							
GCF_009019435.1	RS_GCF_009019435.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.62	5123071	46.35744849134435	49549	247	SAMN11944103	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019435.1	SAMN11944103																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A72							
GCF_009019445.1	RS_GCF_009019445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.63	5090722	46.25406769413062	85290	145	SAMN11944101	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019445.1	SAMN11944101																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A70							
GCF_009019455.1	RS_GCF_009019455.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.47	5013573	46.239079395074135	72023	153	SAMN11944100	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019455.1	SAMN11944100																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A69							
GCF_009019465.1	RS_GCF_009019465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	91.65	3.02	4776406	46.4597439999866	5011	1224	SAMN11944099	fecal material [ENVO:00002003]	USA: Boston	f	t	f	GCA_009019465.1	SAMN11944099																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A68							
GCF_009019475.1	RS_GCF_009019475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.56	4986692	46.23122903921077	19305	471	SAMN11944102	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019475.1	SAMN11944102																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A71							
GCF_009019535.1	RS_GCF_009019535.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.97	5254180	46.40016885613104	93360	134	SAMN11944098	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019535.1	SAMN11944098																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A67							
GCF_009019545.1	RS_GCF_009019545.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.71	5203919	46.437482981576	48902	252	SAMN11944097	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019545.1	SAMN11944097																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A66							
GCF_009019555.1	RS_GCF_009019555.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.43	5073954	46.29637950994432	33061	301	SAMN11944096	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019555.1	SAMN11944096																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A65							
GCF_009019585.1	RS_GCF_009019585.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.52	5054025	46.19908809297304	83505	147	SAMN11944095	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019585.1	SAMN11944095																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A64							
GCF_009019615.1	RS_GCF_009019615.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	6.16	5091460	46.12193751890421	80033	192	SAMN11944094	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019615.1	SAMN11944094																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A63							
GCF_009019635.1	RS_GCF_009019635.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.6	5062285	46.33804694915438	27708	361	SAMN11944093	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019635.1	SAMN11944093																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A62							
GCF_009019645.1	RS_GCF_009019645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.83	5203673	46.4378142131529	39484	262	SAMN11944092	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019645.1	SAMN11944092																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A61							
GCF_009019655.1	RS_GCF_009019655.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.47	1.0	4921789	46.02875092776224	13793	614	SAMN11944091	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019655.1	SAMN11944091																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A60							
GCF_009019695.1	RS_GCF_009019695.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.79	5011511	46.1491354603432	41073	276	SAMN11944089	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019695.1	SAMN11944089																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A58							
GCF_009019725.1	RS_GCF_009019725.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.55	5075730	46.19924471918117	91150	123	SAMN11944088	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019725.1	SAMN11944088																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A57							
GCF_009019735.1	RS_GCF_009019735.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.41	4956533	46.29213605558562	76181	163	SAMN11944087	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019735.1	SAMN11944087																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A56							
GCF_009019775.1	RS_GCF_009019775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.49	4972482	46.3014941635775	84726	131	SAMN11944086	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019775.1	SAMN11944086																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A55							
GCF_009019785.1	RS_GCF_009019785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.67	5046439	46.19814090688503	75072	173	SAMN11944085	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019785.1	SAMN11944085																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A54							
GCF_009019805.1	RS_GCF_009019805.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.53	5033108	46.1970814057636	76202	159	SAMN11944081	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019805.1	SAMN11944081																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A50							
GCF_009019825.1	RS_GCF_009019825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.51	5046959	46.2047740035138	84583	152	SAMN11944083	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009019825.1	SAMN11944083																												2016-01-19											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A52							
